EmployeeCount,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlySalary
168,30,No,Travel_Rarely,1339,Sales,5,Bachelor,2,Female,3,3,Sales Executive,4,Married,2,No,12,3,3,1,12,2,3,10,9,7,4,29458
169,38,No,Travel_Rarely,702,Sales,1,Master,1,Female,2,2,Sales Executive,4,Single,4,No,22,4,3,0,12,2,4,8,3,0,7,15444
170,32,No,Travel_Rarely,120,Research & Development,6,Doctor,3,Male,3,1,Research Scientist,3,Single,3,No,20,4,1,0,8,2,3,5,4,1,4,2640
171,27,No,Travel_Rarely,1157,Research & Development,17,Bachelor,3,Male,3,1,Research Scientist,2,Married,0,Yes,16,3,4,1,6,3,2,5,2,1,1,25454
172,19,Yes,Travel_Frequently,602,Sales,1,Below College,3,Female,1,1,Sales Representative,1,Single,0,No,21,4,1,0,1,5,4,0,0,0,0,13244
173,36,No,Travel_Frequently,1480,Research & Development,3,College,4,Male,3,1,Laboratory Technician,2,Single,4,No,12,3,3,0,13,3,2,8,7,7,2,32560
174,30,No,Non-Travel,111,Research & Development,9,Bachelor,3,Male,3,2,Laboratory Technician,1,Divorced,1,No,11,3,3,2,12,4,3,12,9,6,10,2442
175,45,No,Travel_Rarely,1268,Sales,4,College,3,Female,3,2,Sales Executive,1,Divorced,4,Yes,11,3,1,1,9,3,4,5,4,0,3,27896
176,56,No,Travel_Rarely,713,Research & Development,8,Bachelor,3,Female,3,1,Research Scientist,1,Divorced,4,Yes,18,3,3,1,19,3,3,2,2,2,2,15686
177,33,No,Travel_Rarely,134,Research & Development,2,Bachelor,3,Male,3,1,Research Scientist,4,Single,0,No,14,3,1,0,4,2,4,3,1,0,2,2948
178,19,Yes,Travel_Rarely,303,Research & Development,2,Bachelor,2,Male,2,1,Laboratory Technician,4,Single,1,No,22,4,3,0,1,3,2,1,0,1,0,6666
179,46,No,Travel_Rarely,526,Sales,1,College,2,Female,3,3,Sales Executive,1,Divorced,1,No,25,4,3,3,24,2,3,24,13,15,7,11572
180,38,No,Travel_Rarely,1380,Research & Development,9,College,3,Female,3,1,Laboratory Technician,4,Single,1,No,12,3,3,0,2,3,3,2,2,2,1,30360
181,31,No,Travel_Rarely,140,Research & Development,12,Below College,3,Female,3,1,Research Scientist,4,Married,8,Yes,23,4,3,1,7,0,3,4,2,0,2,3080
182,34,No,Travel_Rarely,629,Research & Development,27,College,4,Female,3,1,Research Scientist,2,Single,2,No,15,3,4,0,9,3,3,3,2,1,2,13838
183,41,Yes,Travel_Rarely,1356,Sales,20,College,2,Female,3,1,Sales Representative,2,Single,1,Yes,22,4,4,0,4,5,2,4,3,0,2,29832
184,50,No,Travel_Rarely,328,Research & Development,1,Bachelor,3,Male,2,1,Laboratory Technician,3,Married,2,No,15,3,4,1,5,2,2,3,2,0,2,7216
185,53,No,Travel_Rarely,1084,Research & Development,13,College,4,Female,4,2,Manufacturing Director,1,Divorced,1,No,11,3,3,2,5,3,3,4,2,1,3,23848
186,33,No,Travel_Rarely,931,Research & Development,14,Bachelor,4,Female,3,1,Research Scientist,2,Married,1,No,13,3,4,1,8,5,3,8,7,1,6,20482
187,40,No,Travel_Rarely,989,Research & Development,4,Below College,4,Female,3,5,Manager,3,Married,1,No,14,3,2,1,21,2,3,20,8,9,9,21758
188,55,No,Travel_Rarely,692,Research & Development,14,Master,3,Male,4,5,Research Director,2,Single,8,No,11,3,4,0,36,3,3,24,15,2,15,15224
189,34,No,Travel_Frequently,1069,Research & Development,2,Below College,4,Male,2,2,Manufacturing Director,3,Married,1,No,17,3,3,0,10,2,2,10,9,1,9,23518
190,51,No,Travel_Rarely,313,Research & Development,3,Bachelor,4,Female,3,4,Healthcare Representative,2,Single,3,No,18,3,3,0,21,6,3,7,7,1,0,6886
191,52,No,Travel_Rarely,699,Research & Development,1,Master,3,Male,2,5,Manager,3,Married,0,No,14,3,1,1,34,5,3,33,18,11,9,15378
192,27,No,Travel_Rarely,894,Research & Development,9,Bachelor,4,Female,3,1,Research Scientist,2,Single,1,No,16,3,4,0,7,2,2,7,7,0,3,19668
193,35,Yes,Travel_Rarely,556,Research & Development,23,College,2,Male,2,2,Manufacturing Director,3,Married,3,Yes,13,3,1,0,8,1,3,1,0,0,1,12232
194,43,No,Non-Travel,1344,Research & Development,7,Bachelor,4,Male,4,1,Research Scientist,4,Divorced,4,No,14,3,4,3,7,3,4,5,4,2,2,29568
195,45,No,Non-Travel,1195,Research & Development,2,College,1,Male,2,4,Manager,4,Married,9,No,23,4,4,1,22,1,3,20,8,11,8,26290
196,37,No,Travel_Rarely,290,Research & Development,21,Bachelor,2,Male,4,1,Research Scientist,1,Married,1,Yes,12,3,1,1,8,3,2,8,7,1,7,6380
197,35,No,Travel_Frequently,138,Research & Development,2,Bachelor,2,Female,3,2,Laboratory Technician,2,Single,5,No,11,3,4,0,10,5,3,6,2,1,2,3036
198,42,No,Non-Travel,926,Research & Development,21,College,3,Female,3,2,Manufacturing Director,3,Divorced,2,No,16,3,2,1,11,5,3,5,3,0,2,20372
199,38,No,Travel_Rarely,1261,Research & Development,2,Master,4,Male,3,2,Manufacturing Director,3,Married,9,No,14,3,2,0,14,3,3,1,0,0,0,27742
200,38,No,Travel_Rarely,1084,Research & Development,29,Bachelor,4,Male,3,2,Manufacturing Director,4,Married,3,No,18,3,1,1,9,3,1,7,7,1,7,23848
201,27,No,Travel_Frequently,472,Research & Development,1,Below College,3,Male,2,2,Manufacturing Director,1,Married,5,No,19,3,3,1,6,1,3,2,2,2,0,10384
202,49,No,Non-Travel,1002,Research & Development,18,Master,4,Male,3,2,Manufacturing Director,4,Divorced,1,Yes,15,3,1,2,7,0,3,7,7,1,7,22044
203,34,No,Travel_Frequently,878,Research & Development,10,Master,4,Male,3,1,Research Scientist,3,Divorced,1,Yes,17,3,4,1,5,4,4,5,3,2,0,19316
204,40,No,Travel_Rarely,905,Research & Development,19,College,3,Male,3,2,Laboratory Technician,4,Married,8,Yes,15,3,3,1,15,2,4,7,2,3,7,19910
205,38,Yes,Travel_Rarely,1180,Research & Development,29,Below College,2,Male,3,2,Healthcare Representative,1,Married,7,Yes,19,3,2,0,17,2,3,1,0,0,0,25960
206,29,Yes,Travel_Rarely,121,Sales,27,Bachelor,2,Female,3,3,Sales Executive,4,Married,1,No,22,4,4,3,10,3,2,10,4,1,9,2662
207,22,No,Travel_Rarely,1136,Research & Development,5,Bachelor,4,Male,4,1,Research Scientist,2,Divorced,1,Yes,16,3,1,1,4,2,2,4,2,2,2,24992
208,36,No,Travel_Frequently,635,Research & Development,18,Below College,2,Female,3,1,Laboratory Technician,4,Single,1,No,13,3,1,0,8,2,3,8,1,1,7,13970
209,40,No,Non-Travel,1151,Research & Development,9,Doctor,4,Male,2,2,Healthcare Representative,4,Married,9,No,14,3,4,1,5,5,1,3,2,0,2,25322
210,46,No,Travel_Rarely,644,Research & Development,1,Master,4,Male,3,3,Healthcare Representative,1,Divorced,7,No,16,3,3,1,17,3,3,4,2,0,3,14168
211,32,Yes,Travel_Rarely,1045,Sales,4,Master,4,Male,1,3,Sales Executive,4,Married,1,No,11,3,3,0,14,2,2,14,8,9,8,22990
212,30,No,Non-Travel,829,Research & Development,1,Below College,3,Male,2,3,Manufacturing Director,3,Single,1,No,22,4,3,0,12,2,3,11,8,5,8,18238
213,27,No,Travel_Frequently,1242,Sales,20,Bachelor,4,Female,3,2,Sales Executive,3,Single,1,No,14,3,4,0,7,2,3,7,7,0,7,27324
214,51,No,Travel_Rarely,1469,Research & Development,8,Master,2,Male,2,3,Research Director,2,Married,5,No,16,3,4,2,16,5,1,10,9,4,7,32318
215,30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelor,4,Female,3,1,Research Scientist,1,Single,5,Yes,11,3,3,0,8,5,3,5,2,0,4,22110
216,41,No,Travel_Rarely,896,Sales,6,Bachelor,4,Female,3,3,Manager,4,Single,3,Yes,18,3,3,0,16,3,3,1,0,0,0,19712
217,30,Yes,Travel_Frequently,334,Sales,26,Master,3,Female,2,2,Sales Executive,1,Single,5,No,15,3,3,0,9,5,2,6,3,0,1,7348
218,29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor,3,Male,3,1,Research Scientist,3,Single,0,No,14,3,4,0,7,1,2,6,2,1,5,21824
219,45,No,Non-Travel,1052,Sales,6,Bachelor,4,Female,2,3,Sales Executive,4,Single,6,No,12,3,4,0,23,2,3,19,7,12,8,23144
220,54,No,Travel_Rarely,1147,Sales,3,Bachelor,4,Female,3,2,Sales Executive,1,Married,2,No,14,3,4,1,16,4,3,6,2,0,5,25234
221,36,No,Travel_Rarely,1396,Research & Development,5,College,4,Male,3,2,Laboratory Technician,2,Single,8,No,16,3,4,0,16,3,4,13,11,3,7,30712
222,33,No,Travel_Rarely,147,Research & Development,4,Master,3,Female,2,1,Research Scientist,2,Married,6,No,21,4,4,0,7,3,3,3,2,1,1,3234
223,37,No,Travel_Frequently,663,Research & Development,11,Bachelor,2,Male,3,3,Research Director,4,Divorced,1,Yes,14,3,3,3,10,1,3,10,8,0,7,14586
224,38,No,Travel_Rarely,119,Sales,3,Bachelor,1,Male,3,3,Sales Executive,3,Divorced,0,No,12,3,3,2,17,6,2,16,10,5,13,2618
225,31,No,Non-Travel,979,Research & Development,1,Master,3,Male,1,2,Manufacturing Director,3,Married,0,No,12,3,4,1,6,2,3,5,4,1,4,21538
226,59,No,Travel_Rarely,142,Research & Development,3,Bachelor,3,Male,2,1,Research Scientist,4,Married,3,No,17,3,1,1,7,6,3,1,0,0,0,3124
227,37,No,Travel_Frequently,319,Sales,4,Master,1,Male,3,1,Sales Representative,4,Divorced,4,No,17,3,3,1,13,2,3,9,8,5,8,7018
228,29,No,Travel_Frequently,1413,Sales,1,Below College,2,Female,3,3,Sales Executive,4,Married,1,No,14,3,4,1,11,5,3,11,10,4,1,31086
229,35,No,Travel_Frequently,944,Sales,1,Bachelor,3,Female,3,3,Sales Executive,3,Single,1,No,14,3,1,0,10,3,4,10,7,0,8,20768
230,29,Yes,Travel_Rarely,896,Research & Development,18,Below College,3,Male,2,1,Research Scientist,4,Single,1,Yes,13,3,3,0,4,3,2,4,3,0,1,19712
231,52,No,Travel_Rarely,1323,Research & Development,2,Bachelor,3,Female,2,1,Laboratory Technician,4,Single,7,No,15,3,2,0,6,3,2,2,2,2,2,29106
232,42,No,Travel_Rarely,532,Research & Development,4,College,3,Male,3,5,Manager,4,Married,1,No,11,3,4,0,22,3,3,22,17,11,15,11704
233,59,No,Travel_Rarely,818,Human Resources,6,College,2,Male,3,1,Human Resources,3,Married,8,No,17,3,4,0,7,2,2,2,2,2,2,17996
234,50,No,Travel_Rarely,854,Sales,1,Master,4,Female,3,5,Manager,4,Divorced,3,No,11,3,3,1,32,3,2,7,0,0,6,18788
235,33,Yes,Travel_Rarely,813,Research & Development,14,Bachelor,3,Male,3,1,Laboratory Technician,4,Married,5,Yes,13,3,3,1,8,2,1,5,4,0,4,17886
236,43,No,Travel_Rarely,1034,Sales,16,Bachelor,4,Female,3,4,Manager,4,Married,5,Yes,22,4,3,1,22,3,3,17,13,1,9,22748
237,33,Yes,Travel_Rarely,465,Research & Development,2,College,1,Female,3,1,Laboratory Technician,1,Married,7,No,20,4,1,0,13,3,4,9,7,1,7,10230
238,52,No,Non-Travel,771,Sales,2,Master,1,Male,2,5,Manager,3,Single,1,Yes,18,3,4,0,33,2,4,33,7,15,12,16962
239,32,No,Travel_Rarely,1401,Sales,4,College,3,Female,3,1,Sales Representative,2,Married,2,No,11,3,1,1,6,5,3,4,3,1,2,30822
240,32,Yes,Travel_Rarely,515,Research & Development,1,Bachelor,4,Male,2,1,Laboratory Technician,3,Single,0,Yes,14,3,4,0,4,2,1,3,2,1,2,11330
241,39,No,Travel_Rarely,1431,Research & Development,1,Master,3,Female,3,1,Laboratory Technician,3,Divorced,7,No,14,3,3,3,7,1,3,3,2,1,2,31482
242,32,No,Non-Travel,976,Sales,26,Master,3,Male,3,2,Sales Executive,4,Married,0,No,18,3,1,0,4,2,3,3,2,2,2,21472
243,41,No,Travel_Rarely,1411,Research & Development,19,College,3,Male,3,2,Research Scientist,1,Divorced,2,No,16,3,1,2,17,2,2,1,0,0,0,31042
244,40,No,Travel_Rarely,1300,Research & Development,24,College,1,Male,3,2,Research Scientist,4,Divorced,1,No,17,3,1,2,9,3,3,9,8,4,7,28600
245,45,No,Travel_Rarely,252,Research & Development,1,Bachelor,3,Male,4,5,Manager,4,Married,0,No,11,3,3,1,25,2,3,24,0,1,7,5544
246,31,No,Travel_Frequently,1327,Research & Development,3,Master,2,Male,3,3,Research Director,3,Divorced,9,No,12,3,1,1,9,3,3,2,2,2,2,29194
247,33,No,Travel_Rarely,832,Research & Development,5,Master,3,Female,2,1,Research Scientist,4,Married,1,No,13,3,3,1,2,2,2,2,2,0,2,18304
248,34,No,Travel_Rarely,470,Research & Development,2,Master,4,Male,2,2,Manufacturing Director,1,Married,6,No,13,3,2,1,13,3,3,11,9,5,9,10340
249,37,No,Travel_Rarely,1017,Research & Development,1,College,3,Female,2,1,Research Scientist,1,Married,2,No,14,3,1,1,17,2,2,3,1,0,2,22374
250,45,No,Travel_Frequently,1199,Research & Development,7,Master,1,Male,4,2,Manufacturing Director,3,Married,4,No,17,3,4,1,9,1,3,3,2,0,2,26378
251,37,Yes,Travel_Frequently,504,Research & Development,10,Bachelor,1,Male,3,3,Manufacturing Director,3,Divorced,6,No,11,3,2,2,17,5,3,1,0,0,0,11088
252,39,No,Travel_Frequently,505,Research & Development,2,Master,3,Female,3,3,Healthcare Representative,3,Single,0,No,25,4,4,0,20,1,3,19,6,11,8,11110
253,29,No,Travel_Rarely,665,Research & Development,15,Bachelor,3,Male,3,1,Research Scientist,4,Single,1,No,19,3,1,0,6,1,3,6,5,1,5,14630
254,42,No,Travel_Rarely,916,Research & Development,17,College,4,Female,4,2,Research Scientist,1,Single,3,Yes,13,3,3,0,10,1,3,3,2,0,2,20152
255,29,No,Travel_Rarely,1247,Sales,20,College,4,Male,3,2,Sales Executive,4,Divorced,2,No,14,3,4,1,10,2,3,3,2,0,2,27434
256,25,No,Travel_Rarely,685,Research & Development,1,Bachelor,1,Female,3,2,Manufacturing Director,3,Married,0,No,12,3,4,2,5,3,3,4,2,1,2,15070
257,42,No,Travel_Rarely,269,Research & Development,2,Bachelor,4,Female,2,1,Laboratory Technician,1,Divorced,0,Yes,11,3,3,1,10,4,3,9,6,7,8,5918
258,40,No,Travel_Rarely,1416,Research & Development,2,College,1,Male,3,5,Research Director,3,Divorced,0,No,19,3,4,1,22,5,3,21,7,3,9,31152
259,51,No,Travel_Rarely,833,Research & Development,1,Bachelor,3,Male,3,1,Research Scientist,4,Married,1,No,11,3,2,0,1,0,2,1,0,0,0,18326
260,31,Yes,Travel_Frequently,307,Research & Development,29,College,3,Male,2,1,Laboratory Technician,2,Single,0,No,11,3,2,0,6,2,4,5,4,1,4,6754
261,32,No,Travel_Frequently,1311,Research & Development,7,Bachelor,2,Male,4,1,Laboratory Technician,2,Married,1,No,20,4,3,0,5,3,1,5,1,0,3,28842
262,38,No,Non-Travel,1327,Sales,2,College,4,Male,2,2,Sales Executive,4,Married,3,No,18,3,4,1,13,0,3,8,7,7,5,29194
263,32,No,Travel_Rarely,128,Research & Development,2,Below College,4,Male,2,2,Laboratory Technician,1,Single,4,No,13,3,4,0,9,5,3,6,2,0,4,2816
264,46,No,Travel_Rarely,488,Sales,2,Bachelor,3,Female,1,4,Manager,2,Married,3,Yes,12,3,2,1,28,2,2,7,7,7,7,10736
265,28,Yes,Travel_Rarely,529,Research & Development,2,Master,1,Male,3,1,Laboratory Technician,3,Single,2,No,11,3,3,0,5,5,1,0,0,0,0,11638
266,29,No,Travel_Rarely,1210,Sales,2,Bachelor,1,Male,2,2,Sales Executive,2,Married,2,No,19,3,2,2,10,2,3,0,0,0,0,26620
267,31,No,Travel_Rarely,1463,Research & Development,23,Bachelor,2,Male,2,2,Healthcare Representative,4,Married,0,No,21,4,2,1,10,2,3,9,0,7,8,32186
268,25,No,Non-Travel,675,Research & Development,5,College,2,Male,4,2,Healthcare Representative,1,Divorced,1,No,12,3,4,2,6,2,3,6,3,1,5,14850
269,45,No,Travel_Rarely,1385,Research & Development,20,College,3,Male,3,4,Healthcare Representative,4,Married,0,Yes,14,3,2,0,21,2,3,20,7,4,10,30470
270,36,No,Travel_Rarely,1403,Research & Development,6,Bachelor,4,Male,3,1,Laboratory Technician,4,Married,0,No,11,3,3,1,16,4,3,15,13,10,11,30866
271,55,No,Travel_Rarely,452,Research & Development,1,Bachelor,4,Male,3,5,Manager,1,Single,0,Yes,14,3,3,0,37,2,3,36,10,4,13,9944
272,47,Yes,Non-Travel,666,Research & Development,29,Master,1,Male,3,3,Manager,2,Married,1,Yes,12,3,4,1,10,2,2,10,7,9,9,14652
273,28,No,Travel_Rarely,1158,Research & Development,9,Bachelor,4,Male,3,1,Research Scientist,4,Married,1,No,23,4,4,1,5,3,2,5,2,0,4,25476
274,37,No,Travel_Rarely,228,Sales,6,Master,3,Male,3,2,Sales Executive,4,Married,4,No,14,3,2,1,7,5,4,5,4,0,1,5016
275,21,No,Travel_Rarely,996,Research & Development,3,College,4,Male,2,1,Research Scientist,3,Single,1,No,17,3,1,0,3,4,4,3,2,1,0,21912
276,37,No,Non-Travel,728,Research & Development,1,Master,1,Female,3,3,Research Director,4,Divorced,2,Yes,18,3,1,2,15,2,3,5,2,0,2,16016
277,35,No,Travel_Rarely,1315,Research & Development,22,Bachelor,2,Female,4,3,Manager,2,Divorced,7,No,18,3,2,1,10,6,2,7,7,6,2,28930
278,38,No,Travel_Rarely,322,Sales,7,College,1,Female,4,2,Sales Executive,1,Divorced,1,Yes,24,4,3,1,8,3,3,8,0,7,7,7084
279,26,No,Travel_Frequently,1479,Research & Development,1,Bachelor,3,Female,3,2,Manufacturing Director,2,Divorced,1,No,20,4,1,1,6,6,1,6,5,1,4,32538
280,50,No,Travel_Rarely,797,Research & Development,4,Below College,1,Male,3,5,Research Director,2,Divorced,3,No,14,3,1,2,28,4,2,10,4,1,6,17534
281,53,No,Travel_Rarely,1070,Research & Development,3,Master,3,Male,3,4,Research Director,3,Married,3,Yes,16,3,4,3,21,5,2,5,3,1,3,23540
282,42,No,Travel_Rarely,635,Sales,1,Below College,2,Male,3,2,Sales Executive,3,Married,1,No,25,4,3,0,20,3,3,20,16,11,6,13970
283,29,No,Travel_Frequently,442,Sales,2,College,2,Male,3,2,Sales Executive,4,Single,1,No,18,3,1,0,10,3,2,10,7,0,9,9724
284,55,No,Travel_Rarely,147,Research & Development,20,College,2,Male,3,2,Laboratory Technician,4,Married,3,Yes,19,3,4,1,12,4,3,10,7,0,8,3234
285,26,No,Travel_Frequently,496,Research & Development,11,College,1,Male,3,2,Healthcare Representative,1,Married,1,Yes,13,3,3,1,5,3,3,5,3,3,3,10912
286,37,No,Travel_Rarely,1372,Research & Development,1,Bachelor,4,Female,3,1,Research Scientist,4,Single,1,No,12,3,2,0,17,3,3,17,12,5,7,30184
287,44,Yes,Travel_Frequently,920,Research & Development,24,Bachelor,4,Male,3,1,Laboratory Technician,3,Divorced,3,Yes,22,4,4,1,19,0,1,1,0,0,0,20240
288,38,No,Travel_Rarely,688,Research & Development,23,Master,4,Male,3,2,Healthcare Representative,4,Divorced,9,No,14,3,2,1,10,2,3,2,2,1,2,15136
289,26,Yes,Travel_Rarely,1449,Research & Development,16,Master,1,Male,3,1,Laboratory Technician,2,Divorced,2,Yes,13,3,4,1,5,2,3,3,2,0,2,31878
290,28,No,Travel_Rarely,1117,Research & Development,8,College,4,Female,3,1,Research Scientist,4,Single,1,No,21,4,4,0,5,3,3,5,3,0,2,24574
291,49,No,Travel_Frequently,636,Research & Development,10,Master,3,Female,3,5,Research Director,1,Single,9,Yes,11,3,4,0,22,4,3,3,2,1,2,13992
292,36,No,Travel_Rarely,506,Research & Development,3,Bachelor,3,Male,3,2,Research Scientist,2,Single,4,No,12,3,4,0,10,2,3,8,0,7,7,11132
293,31,No,Travel_Frequently,444,Sales,5,Bachelor,4,Female,3,1,Sales Representative,2,Divorced,1,No,11,3,3,1,2,5,2,2,2,2,2,9768
294,26,Yes,Travel_Rarely,950,Sales,4,Master,4,Male,2,2,Sales Executive,4,Single,1,Yes,12,3,2,0,8,0,3,8,7,7,4,20900
295,37,No,Travel_Frequently,889,Research & Development,9,Bachelor,2,Male,3,1,Research Scientist,4,Married,1,Yes,12,3,3,3,4,3,2,4,2,1,2,19558
296,42,No,Travel_Frequently,555,Sales,26,Bachelor,3,Female,3,4,Sales Executive,2,Married,5,No,14,3,4,1,23,2,4,20,4,4,8,12210
297,18,Yes,Travel_Rarely,230,Research & Development,3,Bachelor,3,Male,3,1,Laboratory Technician,3,Single,1,No,13,3,3,0,0,2,3,0,0,0,0,5060
298,35,No,Travel_Rarely,1232,Sales,16,Bachelor,3,Male,3,3,Sales Executive,2,Married,0,No,15,3,3,2,12,3,2,11,9,6,9,27104
299,36,No,Travel_Frequently,566,Research & Development,18,Master,3,Male,4,1,Laboratory Technician,4,Married,4,No,18,3,4,2,4,2,3,1,0,0,0,12452
300,51,No,Travel_Rarely,1302,Research & Development,2,Bachelor,4,Male,1,2,Manufacturing Director,2,Divorced,5,No,18,3,4,1,13,3,3,4,1,1,2,28644
301,41,No,Travel_Rarely,334,Sales,2,Master,4,Male,3,4,Manager,2,Single,1,No,19,3,2,0,22,2,3,22,10,0,4,7348
302,18,No,Travel_Rarely,812,Sales,10,Bachelor,4,Female,2,1,Sales Representative,3,Single,1,No,12,3,1,0,0,2,3,0,0,0,0,17864
303,28,No,Travel_Rarely,1476,Research & Development,16,College,2,Male,4,2,Healthcare Representative,1,Single,0,No,19,3,3,0,9,2,3,8,3,0,7,32472
304,31,No,Travel_Rarely,218,Sales,7,Bachelor,2,Male,4,2,Sales Executive,4,Married,4,No,11,3,2,1,10,3,2,8,7,7,7,4796
305,39,No,Travel_Rarely,1132,Research & Development,1,Bachelor,3,Male,4,3,Healthcare Representative,4,Divorced,0,No,17,3,1,3,19,5,2,18,10,3,7,24904
306,36,No,Non-Travel,1105,Research & Development,24,Master,2,Female,3,2,Laboratory Technician,2,Married,7,No,15,3,3,1,11,3,3,9,8,0,8,24310
307,32,No,Travel_Rarely,906,Sales,7,Bachelor,4,Male,2,2,Sales Executive,3,Married,1,No,14,3,3,1,13,3,2,13,8,4,8,19932
308,38,No,Travel_Rarely,849,Research & Development,25,College,1,Female,2,3,Research Director,2,Married,3,No,17,3,3,1,19,2,3,10,8,0,1,18678
309,58,No,Non-Travel,390,Research & Development,1,Master,4,Male,1,2,Healthcare Representative,3,Divorced,2,Yes,13,3,4,1,12,2,3,5,3,1,2,8580
310,31,No,Travel_Rarely,691,Research & Development,5,Master,3,Male,3,1,Research Scientist,4,Married,0,Yes,12,3,3,1,6,4,3,5,2,0,3,15202
311,31,No,Travel_Rarely,106,Human Resources,2,Bachelor,1,Male,2,2,Human Resources,1,Married,3,No,12,3,4,0,9,1,3,2,2,1,0,2332
312,45,No,Travel_Frequently,1249,Research & Development,7,Bachelor,1,Male,3,3,Laboratory Technician,1,Divorced,1,No,18,3,1,1,24,2,3,24,9,9,11,27478
313,31,No,Travel_Rarely,192,Research & Development,2,Master,3,Male,3,1,Research Scientist,4,Divorced,0,Yes,18,3,2,1,3,2,1,2,2,2,2,4224
314,33,No,Travel_Frequently,553,Research & Development,5,Master,4,Female,3,3,Manager,2,Married,6,No,11,3,2,2,12,2,3,10,6,8,8,12166
315,39,No,Travel_Rarely,117,Research & Development,10,Below College,3,Male,3,4,Manager,1,Married,1,Yes,14,3,4,0,21,3,3,21,9,11,10,2574
316,43,No,Travel_Frequently,185,Research & Development,10,Master,3,Female,3,1,Laboratory Technician,4,Single,0,No,19,3,1,0,9,5,3,8,7,1,7,4070
317,49,No,Travel_Rarely,1091,Research & Development,1,College,3,Female,2,4,Healthcare Representative,3,Single,7,Yes,12,3,4,0,25,2,3,7,1,0,7,24002
318,52,Yes,Travel_Rarely,723,Research & Development,8,Master,3,Male,2,2,Research Scientist,2,Married,2,No,15,3,1,0,11,3,2,8,2,7,7,15906
319,27,No,Travel_Rarely,1220,Research & Development,5,Bachelor,3,Female,3,1,Research Scientist,2,Single,1,Yes,12,3,2,0,4,2,2,4,3,1,2,26840
320,32,No,Travel_Rarely,588,Sales,8,College,3,Female,2,2,Sales Executive,2,Married,1,Yes,11,3,4,0,13,2,3,13,12,11,9,12936
321,27,No,Travel_Rarely,1377,Sales,2,Bachelor,4,Male,3,2,Sales Executive,3,Single,1,Yes,11,3,1,0,5,3,3,5,4,0,4,30294
322,31,No,Travel_Rarely,691,Sales,7,Bachelor,4,Male,3,2,Sales Executive,4,Divorced,4,No,12,3,4,3,13,3,3,7,7,1,7,15202
323,32,No,Travel_Rarely,1018,Research & Development,2,Master,1,Female,4,2,Research Scientist,4,Single,7,No,16,3,3,0,10,0,2,7,7,0,7,22396
324,28,Yes,Travel_Rarely,1157,Research & Development,2,Master,1,Male,1,1,Research Scientist,4,Married,5,Yes,13,3,4,0,5,4,2,3,2,2,2,25454
325,30,No,Travel_Rarely,1275,Research & Development,28,College,4,Female,3,2,Research Scientist,4,Married,1,No,13,3,4,2,11,2,3,10,8,1,9,28050
326,31,No,Travel_Frequently,798,Research & Development,7,College,3,Female,2,3,Manufacturing Director,3,Married,1,No,24,4,1,1,10,2,3,10,9,8,9,17556
327,39,No,Travel_Frequently,672,Research & Development,7,College,3,Male,2,5,Manager,4,Married,1,No,15,3,1,1,21,2,3,21,9,13,3,14784
328,39,Yes,Travel_Rarely,1162,Sales,3,College,4,Female,3,2,Sales Executive,3,Married,4,Yes,18,3,1,0,12,3,2,1,0,0,0,25564
329,33,No,Travel_Frequently,508,Sales,10,Bachelor,2,Male,2,2,Sales Executive,4,Single,3,No,14,3,3,0,9,6,2,7,7,0,1,11176
330,47,No,Travel_Rarely,1482,Research & Development,5,Doctor,4,Male,3,5,Research Director,3,Married,4,No,11,3,2,1,21,2,3,3,2,1,1,32604
331,43,No,Travel_Frequently,559,Research & Development,10,Master,3,Female,2,2,Laboratory Technician,3,Divorced,1,No,11,3,2,1,9,3,4,9,7,0,0,12298
332,27,No,Non-Travel,210,Sales,1,Below College,3,Male,3,2,Sales Executive,2,Married,0,Yes,13,3,4,1,6,0,3,5,4,1,4,4620
333,54,No,Travel_Frequently,928,Research & Development,20,Master,4,Female,3,2,Research Scientist,3,Single,3,No,12,3,4,0,20,4,2,4,3,0,3,20416
